,project_name,goal,sub_category,main_category,launched,deadline,campaign_length,predicted_bert
17419,Bring Paloma and Deividi to World Latin Dance Cup 2016,5500.0,Performances,Dance,2016-11-08 23:50:39,2016-12-08 23:50:39,30,Dance
17420,Cheestroyer Cheeseburger Glow in the Dark Vinyl Toy,5500.0,Design,Design,2013-11-13 04:00:49,2013-12-13 04:00:49,30,Design
17421,E-dea. To give an Electronic idea when best needed - Africa,2500.0,Software,Technology,2016-02-05 17:13:50,2016-03-06 17:13:50,30,Technology
17422,"Making life an art adventure, endeavor.",6000.0,Art,Art,2014-09-16 23:04:53,2014-11-14 23:55:00,59,Art
17423,"RADiuS : wireless, easy, and Arduino compatible",10000.0,Hardware,Technology,2012-03-02 18:03:30,2012-04-01 18:03:30,30,Technology
17424,FP-7: A flashlight designed for your nightstand,30000.0,Gadgets,Technology,2015-01-31 03:12:45,2015-03-22 02:12:45,49,Design
17425,LISA CASALINO'S HIGHLY ANTICIPATED 2ND STUDIO ALBUM!,15000.0,Jazz,Music,2014-02-07 13:48:51,2014-03-09 12:48:51,29,Music
17426,Rhode Island State Pension Forensic Investigation,20000.0,Print,Journalism,2015-03-30 23:55:44,2015-04-29 23:00:00,29,Film & Video
17427,Led Shirt - WiFi Controlled,4000.0,Wearables,Technology,2016-02-11 20:52:44,2016-03-12 20:52:44,30,Technology
17428,Lancashire Fleece to Fibre,995.0,Crafts,Crafts,2016-02-29 13:23:20,2016-03-30 13:23:20,30,Fashion
17429,Mustaches for cats,10.0,DIY,Crafts,2014-08-20 20:34:48,2014-09-09 20:34:48,20,Fashion
17430,SHAMEWICH - a comedy short,200.0,Shorts,Film & Video,2014-04-18 17:09:09,2014-04-29 01:00:00,10,Film & Video
17431,Gentrieve 2,5000.0,Video Games,Games,2012-06-18 16:44:19,2012-07-18 16:44:19,30,Games
17432,Rearview (Canceled),3000.0,Hip-Hop,Music,2014-07-31 18:48:55,2014-09-02 06:59:00,32,Film & Video
17433,Astracase: The All in One Cell Phone Case (Canceled),10000.0,Gadgets,Technology,2016-02-24 16:28:39,2016-03-25 15:28:39,29,Design
17434,CHARLIE DON'T SURF,50000.0,Fiction,Publishing,2013-09-26 01:18:42,2013-10-16 01:18:42,20,Film & Video
17435,The STEELHEAD GLOVE. The ultimate in protection and warmth.,15000.0,Apparel,Fashion,2016-11-02 22:25:17,2016-12-07 23:25:17,35,Fashion
17436,Faraday's cage,2200.0,Dance,Dance,2013-08-07 23:37:48,2013-10-06 23:37:48,60,Film & Video
17437,Roman 3D  Audio- Untermalung,50000.0,Publishing,Publishing,2015-08-22 15:58:30,2015-09-21 15:58:30,30,Technology
17438,Snøg! Avalanche buddy: smartphone avalanche beacon system,15000.0,Apps,Technology,2014-11-20 00:28:16,2014-12-20 00:28:16,30,Technology
17439,The Adventures of Dodo Steampuppet,10000.0,Shorts,Film & Video,2011-02-10 05:11:20,2011-04-12 05:11:20,61,Film & Video
17440,"Interior Design Hub Notting Hill, London, England",15000.0,Product Design,Design,2015-07-28 11:38:30,2015-08-31 18:55:00,34,Design
17441,The Second White House,5000.0,Sculpture,Art,2010-06-22 02:59:15,2010-09-20 01:47:00,89,Film & Video
17442,CHARLES & DIANA - THE MUSICAL,30000.0,Theater,Theater,2012-07-01 06:09:14,2012-08-30 06:09:14,60,Theater
17443,Restless Dead: On-Demand Roleplaying the Zombie Apocalypse,7000.0,Games,Games,2012-10-03 05:45:34,2012-11-02 04:45:34,29,Games
17444,Flat Daddy,20000.0,Documentary,Film & Video,2011-06-23 20:44:12,2011-08-15 06:00:00,52,Film & Video
17445,Opus Arcana: Piano music about the tarot,5873.0,Classical Music,Music,2015-06-02 06:02:54,2015-07-16 06:01:00,43,Music
17446,New Trout and Parrot Album!!!,8500.0,World Music,Music,2011-02-04 01:20:56,2011-03-11 01:20:56,35,Music
17447,South West UK motorsport coverage by Cars on film for 2015,1000.0,Film & Video,Film & Video,2015-03-25 23:29:15,2015-04-25 00:29:15,30,Film & Video
17448,ESCAPE THE DARK: a horror feature,15000.0,Horror,Film & Video,2014-10-22 09:42:52,2014-11-21 09:42:52,30,Film & Video
17449,Beast: A Biblical Short Film,500.0,Shorts,Film & Video,2015-02-20 02:03:33,2015-02-27 02:03:33,7,Film & Video
17450,CameraPunk - YOUnique Camera Accessories!!,12000.0,Accessories,Fashion,2014-07-31 06:03:10,2014-09-14 06:03:10,45,Design
17451,The Gills - Motor Running EP,5000.0,Rock,Music,2011-10-20 21:21:08,2011-11-24 21:21:08,35,Music
17452,NIGHTMARE WORLD OMNIBUS (including NIGHTMARE WORLD Vol 4!),13000.0,Graphic Novels,Comics,2016-10-31 17:04:15,2016-12-01 18:04:15,31,Comics
17453,Prelude- A Young Choreographer's Premiere,3100.0,Dance,Dance,2014-05-20 20:22:54,2014-06-09 20:22:54,20,Dance
17454,The Purpose Effect,5000.0,Nonfiction,Publishing,2016-08-12 14:57:26,2016-10-11 14:57:26,60,Film & Video
17455,"AEGIS: Chronicles ""Savage World""",15000.0,Graphic Novels,Comics,2016-01-06 01:10:23,2016-02-05 01:10:23,30,Comics
17456,The Child Within Us,440.0,Publishing,Publishing,2016-01-14 13:57:52,2016-02-13 13:57:52,30,Film & Video
17457,Holden Lane High School photobook,1500.0,Photobooks,Photography,2014-06-24 20:51:44,2014-07-24 20:51:44,30,Photography
17458,Shopping Cart Brakes,9000.0,Technology,Technology,2016-04-22 22:37:22,2016-05-22 22:37:22,30,Design
17459,Jonathon Postlethwaite and the Seed of Corruption,3000.0,Fiction,Publishing,2015-10-03 16:44:36,2015-11-02 16:44:36,30,Publishing
17460,Around the World in 80 McDonalds!,10000.0,Documentary,Film & Video,2015-07-22 16:17:21,2015-09-20 16:17:21,60,Food
17461,Raditude Apparel,1200.0,Childrenswear,Fashion,2015-02-27 01:23:38,2015-03-29 00:23:38,29,Fashion
17462,FoolsFest: Annual Music & Arts Festival in Texas,2500000.0,Music,Music,2012-06-21 22:34:55,2012-08-20 06:59:00,59,Music
17463,Externalities of Freedom,20000.0,Nonfiction,Publishing,2012-03-02 16:39:03,2012-05-01 16:39:03,60,Film & Video
17464,We launched Smart-wipes - to help beat cancer!,15000.0,Technology,Technology,2014-11-18 18:05:11,2014-12-18 18:05:11,30,Design
17465,Manifest Destiny Billboard Project  Culminating Weekend,18000.0,Public Art,Art,2015-01-20 23:09:38,2015-02-21 19:00:00,31,Art
17466,9 yr old animal expert webseries,1500.0,Webseries,Film & Video,2014-07-09 23:30:12,2014-08-09 23:29:00,30,Film & Video
17467,Golf Tee Koozies,3000.0,Product Design,Design,2014-07-13 23:10:25,2014-08-22 23:10:25,40,Design
17468,Southernmost: A documentary about venturing into the unknown,9000.0,Documentary,Film & Video,2011-08-10 06:39:16,2011-10-09 06:39:16,60,Film & Video
17469,100 hours of FREE music lessons,2000.0,Public Art,Art,2011-12-13 20:56:36,2012-01-12 20:56:36,30,Music
17470,Guitar Hymns Vol. 1 and 2 CD's by Donovan Raitt,1750.0,Music,Music,2015-06-05 04:43:14,2015-07-05 04:43:14,30,Music
17471,Liquid Screen Shield: A Truly Invisible Screen Protector,5000.0,Technology,Technology,2014-09-26 01:01:19,2014-11-05 01:01:19,40,Technology
17472,Create-it-Yourself Themed Photo Studio - First Ever!,5000.0,Places,Photography,2015-02-20 02:53:44,2015-03-22 01:53:44,29,Photography
17473,-Ionic A++ack-,17600.0,Video Games,Games,2012-11-02 22:23:10,2012-12-26 23:23:10,54,Music
17474,Exam Pal Study tool - expansion to the Android Market,7000.0,Technology,Technology,2013-09-11 18:05:23,2013-11-10 12:38:00,59,Technology
17475,Kacper's Apartment Film Festival 2010,500.0,Shorts,Film & Video,2010-09-02 04:40:30,2010-10-17 04:40:30,45,Film & Video
17476,Food of Gods T-Shirt,2000.0,Fashion,Fashion,2011-06-25 03:46:44,2011-07-25 03:46:44,30,Fashion
17477,Behind The Mask,1500.0,Experimental,Film & Video,2015-10-21 18:50:46,2015-12-01 04:00:00,40,Film & Video
17478,Oleanna: A multimedia experience (Canceled),950.0,Theater,Theater,2011-01-16 21:20:45,2011-04-17 21:20:45,91,Theater
17479,"MFA at Wimbledon College, London",2000.0,Mixed Media,Art,2015-09-14 10:31:38,2015-10-11 13:23:00,27,Art
17480,Starship Grifters Universe,5000.0,Fiction,Publishing,2016-08-10 18:01:29,2016-09-09 18:01:29,30,Games
17481,2nd Annual Spring Into Hip Hop Cypher Jam!,1000.0,Mixed Media,Art,2014-01-08 22:32:17,2014-03-02 05:59:00,52,Music
17482,Gypsy Pigeon Tour,6000.0,Mixed Media,Art,2014-01-24 21:06:10,2014-02-15 04:00:00,21,Music
17483,Back Home Where De Banana Tree Grows,6000.0,Performance Art,Art,2011-11-05 00:11:16,2012-01-04 01:11:16,60,Film & Video
17484,Help Devyn Rush Fly to San Fran to Sing!,350.0,Music,Music,2011-11-13 01:50:18,2011-11-18 04:00:00,5,Music
17485,Bringing Back Chivalry,7000.0,Television,Film & Video,2014-12-15 19:58:21,2015-01-09 19:58:21,25,Film & Video
17486,Kill Bang Marry,5000.0,Mobile Games,Games,2016-02-13 15:34:56,2016-03-19 14:34:56,34,Film & Video
17487,Blow The Cartridge #6 - The Retrogaming Comic Book!,750.0,Comic Books,Comics,2016-08-31 22:05:25,2016-09-30 22:05:25,30,Comics
17488,Vesta Meteorite Acquisition,2000.0,Crafts,Crafts,2014-12-28 05:21:11,2015-01-12 06:00:00,15,Crafts
17489,sugar artwork and tv broadcast,100000.0,Food,Food,2015-09-30 20:38:58,2015-10-14 16:48:00,13,Art
17490,Verde Green Organic Tequila,3500.0,Drinks,Food,2014-12-10 18:14:45,2015-01-09 18:14:45,30,Food
17491,Crystal Inspirations,20000.0,Digital Art,Art,2015-02-01 17:19:49,2015-03-03 17:19:49,30,Art
17492,Insecticides made using Olive Oil & other Edible Ingredients,8700.0,Farms,Food,2015-08-31 23:04:29,2015-09-30 23:04:29,30,Food
17493,Should Grandma Smoke Pot?  An entertainment edumercial.,5000.0,Film & Video,Film & Video,2012-07-04 14:06:58,2012-08-03 14:06:58,30,Film & Video
17494,Gemini - The Album that Changed The World (Canceled),340320.0,Music,Music,2012-08-07 19:45:16,2012-09-06 19:45:16,30,Music
17495,Enter the Dra-gun a 3d copier/art precision tool,35000.0,Technology,Technology,2012-05-21 17:30:53,2012-06-20 21:00:00,30,Technology
17496,SHIVERS: an experimental narrative short film about feeling.,5000.0,Experimental,Film & Video,2016-06-12 13:20:05,2016-07-12 13:20:05,30,Film & Video
17497,Tippy's Custom Controllers (Canceled),1000.0,Gaming Hardware,Games,2015-01-07 23:22:41,2015-02-06 23:22:41,30,Design
17498,Ellie: A Short Film,2000.0,Shorts,Film & Video,2016-10-19 04:20:48,2016-11-15 17:59:00,27,Film & Video
17499,PIXEL V2: LED ART,10000.0,Hardware,Technology,2014-01-11 12:59:54,2014-03-12 11:59:54,59,Art
17500,Phantom Hurricane,7000.0,Comic Books,Comics,2016-11-21 19:21:41,2016-12-21 19:21:41,30,Film & Video
17501,Next Level Of Success,15000.0,Fashion,Fashion,2011-08-08 06:30:10,2011-10-07 06:30:10,60,Music
17502,#Knowenough - Enlightened fashion,12000.0,Apparel,Fashion,2014-09-30 23:59:43,2014-10-29 22:59:43,28,Fashion
17503,The Next Winged Queen (number 4!),8888.0,Art,Art,2016-04-01 08:38:27,2016-04-02 09:01:00,1,Comics
17504,New Record from Animal or Vegetable!!!,390.0,Indie Rock,Music,2015-07-29 22:34:38,2015-09-27 03:00:00,59,Music
17505,Stephen Horst & The Stairwells' Debut EP,9000.0,Music,Music,2014-06-21 01:47:18,2014-07-12 01:47:18,21,Music
17506,Monkess the Homunculus,7250.0,Children's Books,Publishing,2015-05-04 22:37:42,2015-06-01 02:00:00,27,Publishing
17507,Miniaturen der Gehirne großer Geister,5200.0,Digital Art,Art,2015-07-14 22:42:35,2015-08-13 22:42:35,30,Art
17508,BingoBo: Build your Private Web,5000.0,Technology,Technology,2013-12-16 09:35:53,2014-01-31 09:35:53,46,Technology
17509,"Katie's Handmade Quilts, Needleworks and Crafts",100.0,Crafts,Crafts,2015-09-22 17:27:05,2015-10-22 17:27:05,30,Crafts
17510,"EXP puppet troupe is currently filming ""King Daddy Sunshine""",460.0,Performance Art,Art,2013-10-31 00:26:54,2013-11-30 01:26:54,30,Film & Video
17511,BRING BACK The COMEDY-O-RAMA RADIO Hour!,20000.0,Webseries,Film & Video,2012-02-09 17:49:10,2012-04-01 18:00:00,52,Publishing
17512,Help build a dream at Brazen Dreams (Canceled),550.0,Apparel,Fashion,2015-03-24 22:03:52,2015-04-24 14:00:00,30,Food
17513,#Firstworldproblems: A book about life.,30000.0,Photography,Photography,2013-07-06 19:50:27,2013-08-05 19:50:27,30,Publishing
17514,"Lorenda Starfelt produces ""Anais Nin: Woman Of The Dream""",2000.0,Theater,Theater,2011-04-13 20:43:09,2011-06-02 20:43:09,50,Theater
17515,Fly-Tot,50000.0,Hardware,Technology,2014-06-04 00:26:30,2014-07-04 00:26:30,30,Technology
17516,Curvety: New Plus Size Clothing Collection (Canceled),60000.0,Apparel,Fashion,2015-08-11 10:29:46,2015-09-25 10:29:46,45,Fashion
17517,The Son Of Tony,20000.0,Film & Video,Film & Video,2015-03-29 17:20:09,2015-05-08 17:20:09,40,Film & Video
17518,PixelJunk Eden: A Play in Three Acts (Canceled),500.0,Theater,Theater,2012-02-23 16:24:52,2012-03-24 15:24:52,29,Theater
17519,Deep-Fried Mars Bars,10.0,Food,Food,2014-07-13 12:21:13,2014-08-12 12:21:13,30,Food
17520,Tuggs - The Soft Super Bungee with detachable end clips!,50000.0,Product Design,Design,2014-11-18 14:01:57,2014-12-27 14:01:57,39,Design
17521,A Fire Inside: East Bay Vegan Bakery,35000.0,Food,Food,2010-08-16 00:00:55,2010-09-15 08:59:00,30,Food
17522,Part-Time Gods,2500.0,Games,Games,2011-04-15 04:45:12,2011-06-14 04:45:12,60,Games
17523,HANDMADE JADE ITEMS,50.0,DIY,Crafts,2015-05-15 11:15:26,2015-06-14 11:15:26,30,Crafts
17524,Gunsmith: Tales of a time in ASH,1000.0,Fiction,Publishing,2016-06-01 19:03:11,2016-06-08 19:03:11,7,Publishing
17525,Grow your own Tail..,10000.0,Product Design,Design,2013-08-13 09:33:19,2013-09-12 09:33:19,30,Publishing
17526,Mark Fonseca's (EP) Recorded with Andrew Osenga in Nashville,500.0,Music,Music,2011-03-23 04:00:28,2011-04-18 05:00:28,26,Music
17527,The Last Weekend,5000.0,Design,Design,2013-09-10 17:10:44,2013-09-21 04:30:00,10,Film & Video
17528,Johnson 3: Three Generations Capturing Chicago with a Camera- The Book & Website,8000.0,Photography,Photography,2010-10-13 18:14:59,2011-01-11 18:14:59,90,Photography
17529,Red Bananas,5000.0,Shorts,Film & Video,2012-08-27 21:06:15,2012-09-26 21:06:15,30,Film & Video
17530,MstSage Entertainment Website,800.0,Webseries,Film & Video,2013-12-09 20:35:33,2014-01-08 20:35:33,30,Music
17531,Breaking Bad's Larry Hankin Wants To Make a Movie,15000.0,Narrative Film,Film & Video,2012-11-06 21:52:13,2012-11-24 08:59:00,17,Film & Video
17532,Cruel Choices. The next great card game for an amazing party,3500.0,Playing Cards,Games,2015-06-25 19:04:30,2015-07-25 19:04:30,30,Games
17533,Deadline,500.0,Film & Video,Film & Video,2013-02-23 22:52:10,2013-03-09 22:52:10,14,Film & Video
17534,Frack This? - The Wyoming Artist Expedition,3300.0,Mixed Media,Art,2012-05-03 14:13:56,2012-06-04 05:59:00,31,Art
17535,"Steptek, an Accurate, Simple and Data Secure Pedometer",40000.0,Technology,Technology,2015-02-05 04:59:02,2015-03-22 03:59:02,44,Technology
17536,Multicultural and Multilingual Children's E-Books,600.0,Children's Books,Publishing,2016-05-06 15:39:33,2016-06-05 15:39:33,30,Publishing
17537,Broke Magazine,4000.0,Journalism,Journalism,2015-03-15 15:22:18,2015-04-14 05:59:00,29,Publishing
17538,GhanaFest RVA,10000.0,Music,Music,2015-04-25 14:06:19,2015-05-21 06:20:00,25,Music
17539,SpellBlast New Album - Nineteen,1000.0,Metal,Music,2013-11-28 11:20:06,2013-12-28 11:20:06,30,Music
17540,Sci-Fi Movie Project #1: METAFORA SERIES (Canceled),56000.0,Shorts,Film & Video,2012-06-01 00:01:50,2012-06-16 00:01:50,15,Film & Video
17541,Fantasy Saga M Trilogy,100.0,Fiction,Publishing,2016-06-24 03:46:03,2016-07-24 03:46:03,30,Publishing
17542,Autodidactism 2010: A Student's Summer of Learning and Writing,1400.0,Journalism,Journalism,2009-11-09 03:56:20,2010-02-01 21:36:00,84,Publishing
17543,"Where there is light, there is electricity!",1000.0,Technology,Technology,2014-05-28 01:45:26,2014-07-27 01:45:26,60,Film & Video
17544,Get Still the Sky's Limit on the Road! (& with a new album!),1500.0,Rock,Music,2011-09-10 02:01:49,2011-11-02 09:00:00,53,Music
17545,NFA,2500.0,Film & Video,Film & Video,2013-10-30 17:29:49,2013-11-20 18:29:49,21,Film & Video
17546,Folk Music in a Library on the Chesapeake Bay,7500.0,Country & Folk,Music,2011-01-07 03:38:58,2011-02-16 03:38:58,40,Music
17547,Equality Book Series,8000.0,Children's Books,Publishing,2012-03-20 00:47:54,2012-05-04 01:47:54,45,Publishing
17548,92Y: Hochman Ludwig Commission ,5500.0,Classical Music,Music,2010-10-14 20:47:58,2011-01-12 20:47:58,90,Music
17549,'TEEN MOVIE' : The Ultimate American Teen Comedy Movie,200000.0,Film & Video,Film & Video,2015-03-25 17:59:33,2015-04-27 18:59:33,33,Film & Video
17550,LHASA HOODIE:  Premium Hoodie that's Actually Eco-Friendly,20000.0,Apparel,Fashion,2014-11-18 14:59:50,2014-12-18 04:30:00,29,Fashion
17551,Attach-a-Tap: Portable Homebrew Keg Dispensing System,4900.0,Product Design,Design,2015-01-21 21:19:05,2015-02-23 21:19:05,33,Design
17552,Emily Russell's Nashville EP Project,3500.0,Music,Music,2012-09-17 20:44:45,2012-10-27 20:44:45,40,Music
17553,Just the Women,1000.0,Comics,Comics,2013-03-08 18:59:29,2013-03-29 18:43:00,20,Film & Video
17554,TRIchemical combustION: an experiment,150.0,Art,Art,2013-03-05 17:03:13,2013-04-04 23:00:00,30,Technology
17555,"Indigenous Fine Art Market - August 21-23, 2014",60000.0,Art,Art,2014-05-23 15:14:14,2014-06-12 15:14:14,20,Art
17556,Bake a Wish with Renee',3500.0,Events,Food,2016-03-31 22:08:14,2016-04-08 16:47:00,7,Food
17557,Faithless - A Steve McCarten Film Pt 2,5000.0,Thrillers,Film & Video,2016-08-30 16:08:39,2016-09-29 16:08:39,30,Film & Video
17558,Stationery Bonanza,7000.0,Stationery,Crafts,2015-11-17 15:30:57,2015-12-17 15:30:57,30,Crafts
17559,The Last War in Albion (And Other Tales),2500.0,Nonfiction,Publishing,2014-05-02 00:11:02,2014-06-01 02:20:00,30,Publishing
17560,Fancy Pants Chance Likes to Dance Board Book,9025.0,Illustration,Art,2016-02-02 17:14:04,2016-03-03 17:14:04,30,Publishing
17561,"Epic Trailer Music Album ""SINGULARITY""",1500.0,Classical Music,Music,2012-08-10 00:01:11,2012-09-09 00:01:11,30,Music
17562,"Have a ""Great Depression"" with Homespun Remedies",5000.0,Country & Folk,Music,2011-06-01 18:13:09,2011-06-21 18:13:09,20,Film & Video
17563,"Bertone cars collection, Museum in motion",3500000.0,Installations,Art,2015-08-15 11:46:22,2015-09-17 11:46:22,33,Design
17564,Vampires! Horror!  The Movie,5000.0,Film & Video,Film & Video,2012-04-04 07:25:35,2012-06-03 07:25:35,60,Film & Video
17565,A Bridge to the Future - November 2016,2000.0,Classical Music,Music,2016-10-07 03:59:45,2016-11-01 04:59:00,25,Film & Video
17566,Eco Cart | Bicycle Powered Coffee and Treat Cart,10000.0,Food,Food,2014-03-26 05:01:32,2014-04-30 09:00:00,35,Food
17567,From Kardashian to Pro!,25000.0,Documentary,Film & Video,2011-07-27 20:45:11,2011-08-26 20:45:11,30,Music
17568,Somebody Testify,5000.0,Photography,Photography,2016-10-10 22:42:41,2016-11-30 17:11:00,50,Film & Video
17569,Cargo Bay Raiders (Canceled),3000.0,Tabletop Games,Games,2015-10-10 07:23:23,2015-11-09 07:23:23,30,Games
17570,Own a Flat Screen TV?  MantelMount is for You!,25000.0,Hardware,Technology,2014-08-18 16:04:02,2014-09-17 16:04:02,30,Technology
17571,Battle Valor Fantasy 15mm Table Top Wargame,10000.0,Tabletop Games,Games,2016-09-20 19:00:13,2016-10-18 19:00:13,28,Games
17572,Dreams Alive,10000.0,Television,Film & Video,2016-08-19 07:24:55,2016-09-03 07:24:55,15,Film & Video
17573,Seeking Ezra Clothing Launch,2000.0,Apparel,Fashion,2015-02-22 22:31:23,2015-03-31 20:46:00,36,Fashion
17574,Many Mansions (Canceled),13000.0,Drama,Film & Video,2014-07-03 20:38:51,2014-07-14 08:59:00,10,Film & Video
17575,Andretti Dante's Insomniac Theatre,20000.0,Film & Video,Film & Video,2012-05-07 08:31:37,2012-06-01 21:00:00,25,Theater
17576,Location Alarm Phone App (Canceled),15000.0,Apps,Technology,2015-12-15 21:21:52,2016-01-14 21:21:52,30,Technology
17577,Shakespeare Link goes to Latvia,1600.0,Performance Art,Art,2015-06-02 21:56:02,2015-07-02 21:56:02,30,Theater
17578,Chimera Genesis (Canceled),22000.0,Video Games,Games,2014-10-22 01:17:34,2014-11-21 01:17:34,30,Games
17579,Cool It: The Ice Machine Procurement Project,2200.0,Restaurants,Food,2015-09-03 19:18:03,2015-10-03 19:18:03,30,Food
17580,The Bourbon Street Bar Guide,10000.0,Periodicals,Publishing,2013-11-01 22:03:34,2013-12-01 23:03:34,30,Publishing
17581,Reflow + Dry + Cure PID oven Controller (Canceled),5000.0,DIY Electronics,Technology,2015-02-24 03:50:10,2015-04-05 03:50:10,40,Technology
17582,You're not Crazy: You're Awakening! Book project,3500.0,Nonfiction,Publishing,2013-05-30 21:15:10,2013-07-14 21:15:10,45,Publishing
17583,VAYTUS: music streaming indie lovers deserve.,30000.0,Web,Technology,2014-09-10 18:30:23,2014-10-11 05:00:00,30,Music
17584,MS. CHINA'S INSPIRATIONAL MEMOIR,7000.0,Publishing,Publishing,2013-07-23 00:56:53,2013-08-17 00:56:53,25,Publishing
17585,Inscape Premieres,12500.0,Classical Music,Music,2014-04-14 20:02:28,2014-05-19 20:02:28,35,Theater
17586,Justice/Vengeance: Libations for the Dead (Vol 1) (Canceled),13250.0,Comic Books,Comics,2014-07-31 21:48:19,2014-08-30 21:48:19,30,Comics
17587,Better Milking Equipment for Goatroper Goodies,1500.0,Farms,Food,2014-05-16 20:15:11,2014-06-06 20:15:11,21,Food
17588,graffiti park and more,300000.0,Painting,Art,2015-07-15 07:26:12,2015-08-29 07:26:12,45,Art
17589,Fried Peanut Butter & Jelly Sandwiches! (Canceled),5000.0,Restaurants,Food,2015-02-10 21:26:33,2015-03-12 20:26:33,29,Food
17590,The Public Health Adventures of Lil' Turtle,700.0,Academic,Publishing,2015-08-08 05:29:34,2015-09-07 05:29:34,30,Publishing
17591,Bob the farmer knight,3000.0,Children's Books,Publishing,2015-04-16 23:43:14,2015-05-16 23:43:14,30,Publishing
17592,Inner Pathways-Igniting the Flame (of consciousness),16000.0,Publishing,Publishing,2015-12-28 18:55:22,2016-01-27 17:38:00,29,Publishing
17593,"Talk About Toys, Docu-series, hobby, gadget, toy, enthusiast",40000.0,Webseries,Film & Video,2015-01-21 19:40:38,2015-02-20 19:40:38,30,Film & Video
17594,Beldin's Walls,3500.0,Shorts,Film & Video,2013-01-24 00:06:10,2013-02-23 00:06:10,30,Film & Video
17595,Changing Creatures,1640.0,Fiction,Publishing,2015-01-08 00:00:32,2015-02-07 00:00:32,30,Film & Video
17596,The Mic,50000.0,Apps,Technology,2016-06-15 23:51:38,2016-08-14 23:51:38,60,Film & Video
17597,Project Rorem,11000.0,Classical Music,Music,2012-07-11 02:38:51,2012-09-09 02:38:51,60,Games
17598,#Never (Canceled),3450.0,Playing Cards,Games,2016-05-08 20:20:55,2016-06-13 20:20:55,36,Film & Video
17599,The NYC Book Project,500.0,Photography,Photography,2011-08-10 21:53:56,2011-09-09 21:53:56,30,Publishing
17600,My First Apple Pie,1000.0,Restaurants,Food,2014-07-08 22:40:12,2014-08-07 22:40:12,30,Food
17601,The MathFlows Grader (Canceled),18000.0,Apps,Technology,2015-11-11 01:57:33,2015-12-11 01:57:33,30,Technology
17602,Saints Customs Costuming,1500.0,Apparel,Fashion,2015-05-05 18:43:55,2015-06-04 18:43:55,30,Fashion
17603,Orc Wars (feature film),20000.0,Narrative Film,Film & Video,2013-03-08 00:08:40,2013-04-07 00:08:40,30,Film & Video
17604,The Everest Journey,550000.0,Webseries,Film & Video,2013-11-21 00:40:38,2013-12-21 00:40:38,30,Film & Video
17605,Scaled Discords: Interactive Installation on Racial Inequity,2000.0,Sculpture,Art,2015-09-13 02:13:23,2015-10-13 02:13:23,30,Art
17606,Deep sea research lab (Canceled),150000.0,Technology,Technology,2014-10-29 03:04:42,2014-11-28 04:04:42,30,Technology
17607,The Empty Room Debut Album,8000.0,Indie Rock,Music,2016-11-28 15:59:44,2017-01-01 05:59:00,33,Music
17608,Wakaliwood: The Documentary,34000.0,Documentary,Film & Video,2012-09-05 16:54:10,2012-10-20 04:00:00,44,Film & Video
17609,Promising Land / Project by René Clement,9900.0,Photography,Photography,2010-10-18 14:16:40,2010-12-17 14:16:40,60,Music
17610,"""Sterling : The Man from Nowhere"" - Feature Film",7000.0,Film & Video,Film & Video,2015-02-18 07:09:01,2015-03-20 06:09:01,29,Film & Video
17611,Sparky - Survival Fire Starter,5000.0,Product Design,Design,2015-11-09 21:15:10,2015-12-10 05:21:00,30,Design
17612,Kate Bakes Bars,4500.0,Food,Food,2013-06-27 04:02:42,2013-08-01 04:02:42,35,Food
17613,Eagle Lake (Canceled),50000.0,Film & Video,Film & Video,2013-07-09 15:23:16,2013-08-15 07:00:00,36,Film & Video
17614,New album and video clip production,5000.0,Electronic Music,Music,2015-05-14 21:46:31,2015-06-13 21:46:31,30,Music
17615,Exebelle & The Rusted Cavalcade: The Double Album!,750.0,Country & Folk,Music,2011-11-17 20:54:50,2012-01-01 06:00:00,44,Music
17616,The Studio of Art,5000.0,Art,Art,2015-12-28 17:41:12,2016-01-31 18:00:00,34,Art
17617,Art Fallout 2010: A Day for Contemporary Art in downtown Fort Lauderdale,1000.0,Art,Art,2010-09-22 13:32:20,2010-10-16 23:00:00,24,Art
17618,The Alamo Reminder,30000.0,Apps,Technology,2014-10-07 07:28:55,2014-12-06 04:06:00,59,Design
17619,Has someone inspired you this year?,300.0,Accessories,Fashion,2014-11-23 03:15:46,2014-12-10 03:15:46,17,Publishing
17620,Golf Equipment Grip Invention for Everyones Putter.,10500.0,Product Design,Design,2014-08-07 00:56:24,2014-10-03 18:00:00,57,Design
17621,SOTA - a controversial new-media installation - NYC debut (Canceled),7000.0,Art,Art,2010-09-19 04:32:05,2010-10-31 03:01:00,41,Art
17622,Age of Certainty anthology,3000.0,Fiction,Publishing,2012-10-22 20:50:02,2012-12-21 20:50:02,60,Comics
17623,Heirloom Chimes,500.0,Glass,Crafts,2015-04-10 14:18:32,2015-05-10 14:18:32,30,Crafts
17624,"Zero Libertad Comic: Latina, female, supernatural hero",8500.0,Comics,Comics,2012-06-29 02:32:39,2012-07-29 02:32:39,30,Comics
17625,REPAIR MANUAL: AN EXHIBITION,800.0,Photography,Photography,2010-06-26 07:50:47,2010-08-11 00:59:00,45,Art
17626,BOMBSHELL BABY! A WWII Musical Starring Veronica Garland.,3000.0,Theater,Theater,2012-07-03 21:58:54,2012-07-18 21:58:54,15,Film & Video
